id,cwes,project
CVE-2023-6682,"['CWE-1333', 'CWE-1333']",gitlab
CVE-2023-6688,"['CWE-1333', 'CWE-1333']",gitlab
CVE-2024-2454,"['CWE-770', 'CWE-770']",gitlab
CVE-2024-2651,"['CWE-1333', 'CWE-1333']",gitlab
CVE-2024-4539,"['CWE-770', 'CWE-770']",gitlab
CVE-2024-4597,"['CWE-352', 'CWE-352']",gitlab
CVE-2024-2874,"['CWE-770', 'CWE-770']",gitlab
CVE-2024-4835,"['CWE-79', 'CWE-79']",gitlab
CVE-2023-6502,"['CWE-1333', 'CWE-1333']",gitlab
CVE-2023-7045,"['CWE-352', 'CWE-352']",gitlab
CVE-2024-1947,"['CWE-409', 'NVD-CWE-noinfo']",gitlab
CVE-2024-5258,"['CWE-639', 'CWE-863']",gitlab
CVE-2024-5318,"['CWE-862', 'CWE-862']",gitlab
CVE-2024-1495,"['CWE-1333', 'CWE-1333']",gitlab
CVE-2024-1736,"['CWE-1333', 'CWE-1333']",gitlab
CVE-2024-1963,"['CWE-1333', 'CWE-1333']",gitlab
CVE-2024-4201,"['CWE-79', 'CWE-79']",gitlab
CVE-2024-5469,"['CWE-754', 'CWE-754']",gitlab
CVE-2024-1493,"['CWE-1333', 'CWE-1333']",gitlab
CVE-2024-1816,"['CWE-400', 'NVD-CWE-noinfo']",gitlab
CVE-2024-2191,"['CWE-284', 'NVD-CWE-noinfo']",gitlab
CVE-2024-3115,"['CWE-862', 'CWE-862']",gitlab
CVE-2024-3959,"['CWE-285', 'NVD-CWE-noinfo']",gitlab
CVE-2024-4011,"['CWE-863', 'CWE-863']",gitlab
CVE-2024-4557,"['CWE-400', 'CWE-400']",gitlab
CVE-2024-4901,"['CWE-79', 'CWE-79']",gitlab
CVE-2024-5430,"['CWE-284', 'NVD-CWE-noinfo']",gitlab
CVE-2024-5655,"['CWE-284', 'NVD-CWE-noinfo']",gitlab
CVE-2024-6323,"['CWE-863', 'CWE-863']",gitlab
CVE-2024-2177,"['CWE-1021', 'CWE-1021']",gitlab
CVE-2024-2880,"['CWE-284', 'NVD-CWE-noinfo']",gitlab
CVE-2024-5257,"['CWE-284', 'NVD-CWE-noinfo']",gitlab
CVE-2024-5470,"['CWE-284', 'NVD-CWE-noinfo']",gitlab
CVE-2024-6385,"['CWE-284', 'NVD-CWE-noinfo']",gitlab
CVE-2024-6595,"['CWE-451', 'CWE-434']",gitlab
CVE-2024-0231,"['CWE-99', 'CWE-74']",gitlab
CVE-2024-5067,"['CWE-200', 'NVD-CWE-noinfo']",gitlab
CVE-2024-7060,"['CWE-200', 'NVD-CWE-noinfo']",gitlab
CVE-2024-7091,"['CWE-200', 'NVD-CWE-noinfo']",gitlab
CVE-2024-7047,"['CWE-79', 'CWE-79']",gitlab
CVE-2024-7057,"['CWE-284', 'NVD-CWE-noinfo']",gitlab
CVE-2024-4210,"['CWE-400', 'NVD-CWE-noinfo']",gitlab
CVE-2024-4784,"['CWE-305', 'CWE-287']",gitlab
CVE-2024-6329,"['CWE-116', 'CWE-116']",gitlab
CVE-2024-2800,"['CWE-1333', 'CWE-1333']",gitlab
CVE-2024-3035,"['CWE-639', 'CWE-639']",gitlab
CVE-2024-3114,"['CWE-1333', 'CWE-1333']",gitlab
CVE-2024-3958,"['CWE-94', 'CWE-94']",gitlab
CVE-2024-4207,"['CWE-79', 'CWE-79']",gitlab
CVE-2024-5423,"['CWE-400', 'NVD-CWE-noinfo']",gitlab
CVE-2024-7554,"['CWE-200', 'NVD-CWE-noinfo']",gitlab
CVE-2024-7610,"['CWE-400', 'NVD-CWE-noinfo']",gitlab
CVE-2024-3127,"['CWE-284', 'CWE-863']",gitlab
CVE-2024-6502,"['CWE-684', 'NVD-CWE-noinfo']",gitlab
CVE-2024-7110,"['CWE-77', 'CWE-77']",gitlab
CVE-2024-8041,"['CWE-400', 'NVD-CWE-noinfo']",gitlab
CVE-2024-2743,"['CWE-863', 'CWE-863']",gitlab
CVE-2024-4612,"['CWE-601', 'CWE-601']",gitlab
CVE-2024-4660,"['CWE-862', 'NVD-CWE-noinfo']",gitlab
CVE-2024-5435,"['CWE-209', 'CWE-209']",gitlab
CVE-2024-6389,"['CWE-497', 'NVD-CWE-noinfo']",gitlab
CVE-2024-6446,"['CWE-840', 'NVD-CWE-noinfo']",gitlab
CVE-2024-8124,"['CWE-1333', 'CWE-1333']",gitlab
CVE-2024-8631,"['CWE-267', 'NVD-CWE-noinfo']",gitlab
CVE-2024-8635,"['CWE-918', 'CWE-918']",gitlab
CVE-2024-8640,"['CWE-77', 'CWE-77']",gitlab
CVE-2024-8754,"['CWE-642', 'NVD-CWE-noinfo']",gitlab
CVE-2024-4472,"['CWE-532', 'CWE-532']",gitlab
CVE-2024-6678,"['CWE-290', 'CWE-290']",gitlab
CVE-2024-8311,"['CWE-424', 'NVD-CWE-noinfo']",gitlab
CVE-2024-8641,"['CWE-270', 'NVD-CWE-noinfo']",gitlab
CVE-2024-4283,"['CWE-601', 'CWE-601']",gitlab
CVE-2024-6685,"['CWE-639', 'NVD-CWE-noinfo']",gitlab
CVE-2024-4278,"['CWE-821', 'NVD-CWE-Other']",gitlab
CVE-2024-4099,"['CWE-116', 'CWE-116']",gitlab
CVE-2024-8974,"['CWE-684', 'CWE-863']",gitlab
CVE-2023-3441,"['CWE-213', 'NVD-CWE-noinfo']",gitlab
CVE-2024-8977,"['CWE-918', 'CWE-918']",gitlab
CVE-2024-9596,"['CWE-540', 'NVD-CWE-noinfo']",gitlab
CVE-2024-9623,"['CWE-863', 'CWE-863']",gitlab
CVE-2024-6530,"['CWE-79', 'CWE-79']",gitlab
CVE-2024-5005,"['CWE-684', 'NVD-CWE-noinfo']",gitlab
CVE-2024-8970,"['CWE-863', 'NVD-CWE-noinfo']",gitlab
CVE-2024-9164,"['CWE-306', 'NVD-CWE-noinfo']",gitlab
CVE-2024-9633,"['CWE-708', 'NVD-CWE-noinfo']",gitlab
CVE-2024-11668,"['CWE-613', 'NVD-CWE-noinfo']",gitlab
CVE-2024-11669,"['CWE-863', 'NVD-CWE-noinfo']",gitlab
CVE-2024-11828,"['CWE-407', 'NVD-CWE-noinfo']",gitlab
CVE-2024-8114,"['CWE-862', 'NVD-CWE-noinfo']",gitlab
CVE-2024-8177,"['CWE-407', 'NVD-CWE-noinfo']",gitlab
CVE-2024-8237,"['CWE-407', 'NVD-CWE-noinfo']",gitlab
CVE-2024-10240,"['CWE-497', 'NVD-CWE-noinfo']",gitlab
CVE-2024-11931,"['CWE-1220', 'NVD-CWE-noinfo']",gitlab
CVE-2025-0290,"['CWE-835', 'NVD-CWE-noinfo']",gitlab
CVE-2024-6356,"['CWE-286', 'NVD-CWE-noinfo']",gitlab
CVE-2024-5528,"['CWE-1023', 'CWE-697']",gitlab
CVE-2024-9631,"['CWE-407', 'CWE-770']",gitlab
CVE-2024-2878,"['CWE-770', 'NVD-CWE-noinfo']",gitlab
CVE-2025-1212,"['CWE-497', 'NVD-CWE-noinfo']",gitlab
CVE-2024-9870,"['CWE-441', 'CWE-918']",gitlab
CVE-2024-7102,"['CWE-250', 'NVD-CWE-noinfo']",gitlab
CVE-2024-8266,"['CWE-250', 'NVD-CWE-noinfo']",gitlab
CVE-2025-2867,"['CWE-94', 'NVD-CWE-noinfo']",gitlab
CVE-2024-12619,"['CWE-1220', 'NVD-CWE-noinfo']",gitlab
CVE-2025-2408,"['CWE-1220', 'NVD-CWE-noinfo']",gitlab
CVE-2025-2469,"['CWE-1295', 'NVD-CWE-noinfo']",gitlab
CVE-2025-1908,"['CWE-840', 'NVD-CWE-noinfo']",gitlab
CVE-2025-1278,"['CWE-1220', 'NVD-CWE-noinfo']",gitlab
CVE-2025-1110,"['CWE-1220', 'CWE-863']",gitlab
CVE-2025-4979,"['CWE-1220', 'NVD-CWE-noinfo']",gitlab
CVE-2025-0605,"['CWE-1390', 'CWE-287']",gitlab
CVE-2025-0679,"['CWE-359', 'NVD-CWE-noinfo']",gitlab
CVE-2025-5982,"['CWE-1220', 'NVD-CWE-noinfo']",gitlab
CVE-2025-2938,"['CWE-840', 'NVD-CWE-noinfo']",gitlab
CVE-2025-4976,"['CWE-213', 'NVD-CWE-noinfo']",gitlab
CVE-2025-7001,"['CWE-1220', 'NVD-CWE-noinfo']",gitlab
CVE-2025-10868,"['CWE-840', 'NVD-CWE-noinfo']",gitlab
CVE-2025-11990,"['CWE-177', 'CWE-22']",gitlab
CVE-2026-1458,"['CWE-770', 'CWE-434']",gitlab
CVE-2026-1747,"['CWE-288', 'NVD-CWE-noinfo']",gitlab
CVE-2025-12697,"['CWE-116', 'NVD-CWE-noinfo']",gitlab
CVE-2026-2995,"['CWE-80', 'CWE-79']",gitlab
CVE-2015-5317,"['CWE-200', 'CWE-200']",jenkins
CVE-2016-0790,"['CWE-200', 'CWE-254']",jenkins
CVE-2017-1000353,"['CWE-502', 'CWE-502']",jenkins
CVE-2017-2599,"['CWE-863', 'CWE-863']",jenkins
CVE-2017-2611,"['CWE-358', 'CWE-863']",jenkins
CVE-2017-2606,"['CWE-200', 'CWE-200']",jenkins
CVE-2017-2601,"['CWE-79', 'CWE-79']",jenkins
CVE-2017-2600,"['CWE-325', 'CWE-200']",jenkins
CVE-2017-2608,"['CWE-502', 'CWE-502']",jenkins
CVE-2017-2612,"['CWE-358', 'CWE-732']",jenkins
CVE-2017-2602,"['CWE-184', 'NVD-CWE-noinfo']",jenkins
CVE-2017-2603,"['CWE-325', 'CWE-200']",jenkins
CVE-2017-2604,"['CWE-358', 'CWE-287']",jenkins
CVE-2017-2610,"['CWE-79', 'CWE-79']",jenkins
CVE-2017-2613,"['CWE-770', 'CWE-352']",jenkins
CVE-2017-2607,"['CWE-79', 'CWE-79']",jenkins
CVE-2017-2609,"['CWE-200', 'CWE-200']",jenkins
CVE-2017-2598,"['CWE-325', 'CWE-326']",jenkins
CVE-2018-1000861,"['CWE-502', 'CWE-502']",jenkins
CVE-2022-41224,"['CWE-79', 'CWE-79']",jenkins
CVE-2023-27898,"['CWE-79', 'CWE-79']",jenkins
CVE-2023-27899,"['CWE-863', 'CWE-863']",jenkins
CVE-2023-27900,"['CWE-770', 'CWE-770']",jenkins
CVE-2023-27901,"['CWE-770', 'CWE-770']",jenkins
CVE-2023-27903,"['CWE-863', 'CWE-863']",jenkins
CVE-2023-35141,"['CWE-352', 'CWE-352']",jenkins
CVE-2023-43496,"['CWE-276', 'CWE-276']",jenkins
CVE-2023-43498,"['NVD-CWE-noinfo', 'CWE-377']",jenkins
CVE-2024-23897,"['CWE-22', 'CWE-27']",jenkins
CVE-2024-23898,"['CWE-346', 'CWE-346']",jenkins
CVE-2024-43044,"['CWE-754', 'CWE-754']",jenkins
CVE-2024-43045,"['CWE-862', 'CWE-862']",jenkins
CVE-2024-47803,"['CWE-209', 'CWE-209']",jenkins
CVE-2024-47804,"['NVD-CWE-noinfo', 'CWE-843']",jenkins
CVE-2019-18365,"['CWE-269', 'NVD-CWE-noinfo']",teamcity
CVE-2022-29927,"['CWE-79', 'CWE-79']",teamcity
CVE-2022-29928,"['CWE-532', 'CWE-532']",teamcity
CVE-2022-29929,"['CWE-79', 'CWE-79']",teamcity
CVE-2022-36321,"['CWE-532', 'CWE-532']",teamcity
CVE-2022-36322,"['CWE-88', 'CWE-88']",teamcity
CVE-2022-38133,"['CWE-532', 'CWE-532']",teamcity
CVE-2022-40979,"['CWE-532', 'CWE-532']",teamcity
CVE-2022-44622,"['CWE-284', 'NVD-CWE-Other']",teamcity
CVE-2022-44623,"['CWE-538', 'NVD-CWE-noinfo']",teamcity
CVE-2022-44624,"['CWE-532', 'CWE-532']",teamcity
CVE-2022-44646,"['CWE-223', 'NVD-CWE-noinfo']",teamcity
CVE-2022-46830,"['CWE-918', 'CWE-918']",teamcity
CVE-2022-46831,"['CWE-453', 'CWE-1188']",teamcity
CVE-2022-48342,"['CWE-1188', 'CWE-1188']",teamcity
CVE-2022-48343,"['CWE-79', 'CWE-79']",teamcity
CVE-2022-48344,"['CWE-79', 'CWE-79']",teamcity
CVE-2022-48426,"['CWE-79', 'CWE-79']",teamcity
CVE-2022-48427,"['CWE-79', 'CWE-79']",teamcity
CVE-2022-48428,"['CWE-79', 'CWE-79']",teamcity
CVE-2023-34219,"['CWE-285', 'CWE-863']",teamcity
CVE-2023-34225,"['CWE-79', 'CWE-79']",teamcity
CVE-2023-38062,"['CWE-200', 'NVD-CWE-noinfo']",teamcity
CVE-2023-41249,"['CWE-79', 'CWE-79']",teamcity
CVE-2023-42793,"['CWE-288', 'CWE-306']",teamcity
CVE-2023-50870,"['CWE-352', 'CWE-352']",teamcity
CVE-2024-23917,"['CWE-288', 'CWE-306']",teamcity
CVE-2024-24936,"['CWE-285', 'NVD-CWE-noinfo']",teamcity
CVE-2024-24937,"['CWE-79', 'CWE-79']",teamcity
CVE-2024-24938,"['CWE-23', 'CWE-22']",teamcity
CVE-2024-24942,"['CWE-23', 'CWE-22']",teamcity
CVE-2024-27198,"['CWE-288', 'NVD-CWE-Other']",teamcity
CVE-2024-27199,"['CWE-23', 'CWE-22']",teamcity
CVE-2024-28173,"['CWE-201', 'NVD-CWE-Other']",teamcity
CVE-2024-28174,"['CWE-863', 'CWE-863']",teamcity
CVE-2024-29880,"['CWE-749', 'NVD-CWE-Other']",teamcity
CVE-2024-31134,"['CWE-863', 'CWE-863']",teamcity
CVE-2024-31135,"['CWE-601', 'CWE-601']",teamcity
CVE-2024-31136,"['CWE-1288', 'NVD-CWE-Other']",teamcity
CVE-2024-31137,"['CWE-79', 'CWE-79']",teamcity
CVE-2024-31138,"['CWE-79', 'CWE-79']",teamcity
CVE-2024-31139,"['CWE-611', 'CWE-611']",teamcity
CVE-2024-31140,"['CWE-1288', 'NVD-CWE-Other']",teamcity
CVE-2024-35300,"['CWE-79', 'CWE-79']",teamcity
CVE-2024-35301,"['CWE-280', 'NVD-CWE-Other']",teamcity
CVE-2024-35302,"['CWE-79', 'CWE-79']",teamcity
CVE-2024-36362,"['CWE-23', 'CWE-22']",teamcity
CVE-2024-36363,"['CWE-79', 'CWE-79']",teamcity
CVE-2024-36364,"['CWE-863', 'CWE-863']",teamcity
CVE-2024-36365,"['CWE-863', 'CWE-863']",teamcity
CVE-2024-36366,"['CWE-79', 'CWE-79']",teamcity
CVE-2024-36367,"['CWE-79', 'CWE-79']",teamcity
CVE-2024-36368,"['CWE-79', 'CWE-79']",teamcity
CVE-2024-36369,"['CWE-79', 'CWE-79']",teamcity
CVE-2024-36370,"['CWE-79', 'CWE-79']",teamcity
CVE-2024-36371,"['CWE-79', 'CWE-79']",teamcity
CVE-2024-36372,"['CWE-79', 'CWE-79']",teamcity
CVE-2024-36373,"['CWE-79', 'CWE-79']",teamcity
CVE-2024-36374,"['CWE-79', 'CWE-79']",teamcity
CVE-2024-36375,"['CWE-209', 'CWE-209']",teamcity
CVE-2024-36376,"['CWE-863', 'CWE-863']",teamcity
CVE-2024-36377,"['CWE-863', 'CWE-862']",teamcity
CVE-2024-36378,"['CWE-770', 'CWE-770']",teamcity
CVE-2024-36470,"['CWE-288', 'CWE-306']",teamcity
CVE-2024-39878,"['CWE-522', 'CWE-522']",teamcity
CVE-2024-39879,"['CWE-522', 'CWE-522']",teamcity
CVE-2024-41824,"['CWE-532', 'CWE-532']",teamcity
CVE-2024-41825,"['CWE-79', 'CWE-79']",teamcity
CVE-2024-41826,"['CWE-79', 'CWE-79']",teamcity
CVE-2024-41827,"['CWE-613', 'CWE-613']",teamcity
CVE-2024-41828,"['CWE-208', 'NVD-CWE-Other']",teamcity
CVE-2024-41829,"['CWE-303', 'CWE-287']",teamcity
CVE-2024-43114,"['CWE-276', 'CWE-276']",teamcity
CVE-2024-43807,"['CWE-79', 'CWE-79']",teamcity
CVE-2024-43808,"['CWE-79', 'CWE-79']",teamcity
CVE-2024-43809,"['CWE-79', 'CWE-79']",teamcity
CVE-2024-43810,"['CWE-79', 'CWE-79']",teamcity
CVE-2024-47948,"['CWE-23', 'CWE-22']",teamcity
CVE-2024-47949,"['CWE-23', 'CWE-22']",teamcity
CVE-2025-46433,"['CWE-23', 'CWE-22']",teamcity
CVE-2025-52879,"['CWE-79', 'CWE-79']",teamcity
CVE-2025-57733,"['CWE-77', 'CWE-77']",teamcity
CVE-2025-57734,"['CWE-538', 'CWE-538']",teamcity
CVE-2025-67740,"['CWE-863', 'CWE-863']",teamcity
CVE-2025-68162,"['CWE-829', 'CWE-829']",teamcity
CVE-2025-68163,"['CWE-79', 'CWE-79']",teamcity
CVE-2025-68164,"['CWE-203', 'CWE-203']",teamcity
CVE-2025-68165,"['CWE-79', 'CWE-79']",teamcity
CVE-2025-68166,"['CWE-79', 'CWE-79']",teamcity
CVE-2026-40161,"['CWE-201', 'NVD-CWE-noinfo']",tekton
